;def;genes;proportion;significant_area;#_cases;#_controls;pvalue_proportion;pvalue_significant_area;fdr_sig_area;fdr_proportion
49;SNV;BRAF;0.4552;0.4418;66;405;2,18E+07;0.000158215016339941;0.0350729901210848;0.00495939584331995
3;SNV;TP53;0.429;0.4348;276;195;8,89E+08;0.000199047469101556;0.0350729901210848;0.00495939584331995
77;SNV;KMT2B;0.4264;0.4314;59;412;1,02E+09;0.00022226037612646;0.0350729901210848;0.00495939584331995
144;SNV;KIAA1456;0.424;0.4263;50;421;1,16E+09;0.000261870415189249;0.0350729901210848;0.00495939584331995
1;SNV;APC;0.4165;0.4228;358;113;1,72E+09;0.000292772915564783;0.0350729901210848;0.00495939584331995
137;SNV;TET2;0.4084;0.4156;51;420;2,62E+09;0.000367359165025665;0.0350729901210848;0.00495939584331995
45;SNV;KMT2D;0.4258;0.4115;68;403;1,05E+09;0.000417411421991525;0.0350729901210848;0.00495939584331995
241;SNV;DNAH6;0.404;0.4093;44;427;3,28E+09;0.000446825722824029;0.0350729901210848;0.00495939584331995
352;SNV;RIF1;0.3922;0.4076;40;431;6,00E+09;0.000470868119908746;0.0350729901210848;0.00495939584331995
60;SNV;ZFHX3;0.4036;0.4054;63;408;3,35E+09;0.000503775698544118;0.0350729901210848;0.00495939584331995
400;SNV;CHD9;0.4016;0.4033;38;433;3,71E+09;0.000537178257803601;0.0350729901210848;0.00495939584331995
1474;SNV;MROH1;0.3952;0.4032;25;446;5,15E+09;0.000538819263089034;0.0350729901210848;0.00495939584331995
81;SNV;DNAH3;0.4029;0.4009;58;413;3,47E+09;0.000577878047462728;0.0350729901210848;0.00495939584331995
357;SNV;WDR33;0.3969;0.4005;40;431;4,72E+09;0.000584934672302705;0.0350729901210848;0.00495939584331995
53;SNV;MUC5B;0.3979;0.398;65;406;4,49E+09;0.000630891514339495;0.0350729901210848;0.00495939584331995
562;SNV;GCN1L1;0.4028;0.3976;34;437;3,49E+09;0.000638549697262861;0.0350729901210848;0.00495939584331995
61;SNV;ANK3;0.4041;0.3975;62;409;3,27E+09;0.000640477737913192;0.0350729901210848;0.00495939584331995
479;SNV;ITPR3;0.3858;0.3971;36;435;8,29E+09;0.000648244302033912;0.0350729901210848;0.00495939584331995
486;SNV;MYO18A;0.3962;0.3967;36;435;4,89E+08;0.000656098588729617;0.0350729901210848;0.00495939584331995
97;SNV;LRP1;0.405;0.3961;55;416;3,12E+09;0.000668046499986392;0.0350729901210848;0.00495939584331995
71;SNV;DNAH2;0.3978;0.3953;60;411;4,51E+09;0.000684292679249459;0.0350729901210848;0.00495939584331995
33;SNV;MACF1;0.3962;0.393;74;397;4,89E+08;0.000733075006324437;0.0350729901210848;0.00495939584331995
507;SNV;CELSR3;0.3893;0.393;35;436;6,95E+09;0.000733075006324437;0.0350729901210848;0.00495939584331995
340;SNV;ITPR2;0.3954;0.3928;40;431;5,10E+09;0.000737466603297788;0.0350729901210848;0.00495939584331995
371;SNV;FLRT1;0.3686;0.3928;39;432;0.000194632938667167;0.000737466603297788;0.0350729901210848;0.00637222908787026
770;SNV;NWD2;0.3876;0.3915;31;440;7,57E+09;0.00076661489698072;0.0350729901210848;0.00495939584331995
92;SNV;TRRAP;0.391;0.3903;56;415;6,37E+09;0.00079447024466472;0.0350729901210848;0.00495939584331995
158;SNV;SETD1B;0.401;0.3899;49;422;3,83E+09;0.000803962919002961;0.0350729901210848;0.00495939584331995
228;SNV;LAMA5;0.3786;0.3894;45;426;0.000118765774505143;0.000815977326890519;0.0350729901210848;0.00506875359048737
176;SNV;PLEC;0.3796;0.3888;48;423;0.000112996772613929;0.000830615305347003;0.0350729901210848;0.00495939584331995
100;SNV;ASH1L;0.3807;0.3884;54;417;0.000106965238902681;0.00084050942039542;0.0350729901210848;0.00495939584331995
506;SNV;CELSR2;0.388;0.3878;35;436;7,42E+09;0.000855556559406311;0.0350729901210848;0.00495939584331995
325;SNV;NCOR2;0.3878;0.387;41;430;7,49E+09;0.000876009785040808;0.0350729901210848;0.00495939584331995
363;SNV;C5orf42;0.3867;0.3867;39;432;7,92E+09;0.000883796428039535;0.0350729901210848;0.00495939584331995
38;SNV;DCHS2;0.387;0.3866;71;400;7,80E+09;0.000886406262876489;0.0350729901210848;0.00495939584331995
680;SNV;MAP4K4;0.3862;0.3863;32;439;8,12E+09;0.000894278882598714;0.0350729901210848;0.00495939584331995
327;SNV;SPEN;0.3898;0.3852;41;430;6,77E+09;0.000923705515946732;0.0350729901210848;0.00495939584331995
143;SNV;IGF2R;0.3864;0.3849;50;421;8,04E+09;0.000931885988547793;0.0350729901210848;0.00495939584331995
30;SNV;ADGRV1;0.385;0.3848;76;395;8,63E+09;0.000934627764141831;0.0350729901210848;0.00495939584331995
313;SNV;DIDO1;0.381;0.3844;41;430;0.000105375327392618;0.000945670127326122;0.0350729901210848;0.00495939584331995
177;SNV;SLC5A3;0.3825;0.3841;48;423;9,78E+09;0.00095403145592434;0.0350729901210848;0.00495939584331995
1005;SNV;XYLT2;0.3906;0.3841;29;442;6,50E+09;0.00095403145592434;0.0350729901210848;0.00495939584331995
405;SNV;ISLR2;0.3836;0.383;38;433;9,25E+09;0.000985281952695569;0.0350729901210848;0.00495939584331995
305;SNV;SOX4;0.3901;0.3829;42;429;6,67E+09;0.000988169642435155;0.0350729901210848;0.00495939584331995
323;SNV;MEGF8;0.3908;0.3829;41;430;6,44E+09;0.000988169642435155;0.0350729901210848;0.00495939584331995
292;SNV;CCR5;0.3855;0.3818;42;429;8,41E+09;0.00102045829742563;0.0350729901210848;0.00495939584331995
589;SNV;TRIP12;0.3794;0.3815;34;437;0.000114128356227028;0.0010294331442649;0.0350729901210848;0.00495939584331995
73;SNV;RNF213;0.3823;0.3807;60;411;9,87E+09;0.00105372639175727;0.0350729901210848;0.00495939584331995
291;SNV;BMPR2;0.3842;0.3803;42;429;8,98E+08;0.00106607202390497;0.0350729901210848;0.00495939584331995
164;SNV;ADGB;0.3795;0.3801;48;423;0.000113561195269467;0.00107229517368614;0.0350729901210848;0.00495939584331995
18;SNV;PCLO;0.3815;0.3792;88;383;0.000102776368927278;0.0011007198088576;0.0350729901210848;0.00495939584331995
9;SNV;OBSCN;0.3744;0.3786;108;363;0.000146277527177757;0.00112005723277642;0.0350729901210848;0.00573120147466949
364;SNV;CHD8;0.3846;0.3785;39;432;8,80E+08;0.00112331069016142;0.0350729901210848;0.00495939584331995
1092;SNV;POLD1;0.3819;0.3781;28;443;0.000100742155674343;0.00113641261270062;0.0350729901210848;0.00495939584331995
191;SNV;COL7A1;0.3798;0.378;47;424;0.000111876091175773;0.00113971022607921;0.0350729901210848;0.00495939584331995
622;SNV;LTBP2;0.3808;0.378;33;438;0.00010643269577133;0.00113971022607921;0.0350729901210848;0.00495939584331995
1019;SNV;ADCY5;0.3772;0.3779;28;443;0.000127325277920369;0.00114301673652499;0.0350729901210848;0.00524667955568417
270;SNV;MGA;0.367;0.3762;43;428;0.000210495523146169;0.00120061024524688;0.0350729901210848;0.00653356234180966
487;SNV;NCOR1;0.3757;0.3757;36;435;0.000137160471407846;0.00121805612626229;0.0350729901210848;0.00546355877774585
392;SNV;TSHZ1;0.3829;0.3741;39;432;9,58E+09;0.00127547950968;0.0350729901210848;0.00495939584331995
445;SNV;RAP2B;0.3663;0.3735;37;434;0.000217822703448056;0.00129765454167727;0.0350729901210848;0.00653932078104712
68;SNV;MYCBP2;0.3768;0.3725;61;410;0.000129878919479954;0.00133541080722209;0.0350729901210848;0.0052611969077473
664;SNV;CNTRL;0.3781;0.3724;32;439;0.00012175655111763;0.00133924205379607;0.0350729901210848;0.00510523082756377
1290;SNV;GPRASP1;0.359;0.3713;26;445;0.000310530733750554;0.00138206528475341;0.0350729901210848;0.00717449953393824
830;SNV;CIC;0.3816;0.371;30;441;0.000102264104593102;0.00139396321485215;0.0350729901210848;0.00495939584331995
425;SNV;DIP2C;0.3643;0.3705;37;434;0.000240144239125307;0.0014140047834987;0.0350729901210848;0.00677197832486158
1588;SNV;CDH6;0.3694;0.3705;24;447;0.000187142248829377;0.0014140047834987;0.0350729901210848;0.00629957710848186
865;SNV;NEXN;0.3698;0.37;30;441;0.000183502431398254;0.00143431376661287;0.0350729901210848;0.00626529730059752
206;SNV;CACNA1C;0.3726;0.3697;46;425;0.000159877562925252;0.00144662887515936;0.0350729901210848;0.00606519643478336
993;SNV;SSTR1;0.3583;0.3697;29;442;0.00032120144356962;0.00144662887515936;0.0350729901210848;0.00717449953393824
435;SNV;MYH8;0.3656;0.3695;37;434;0.000225396580014627;0.0014548934363787;0.0350729901210848;0.00665059044734516
220;SNV;COL27A1;0.3574;0.3691;45;426;0.000335442448711358;0.00147155428848386;0.0350729901210848;0.00721043416436816
1388;SNV;ALPK3;0.3686;0.3683;25;446;0.000194632938667167;0.00150540891798722;0.0350729901210848;0.00637222908787026
252;SNV;MKI67;0.3634;0.3678;44;427;0.000250896732641031;0.00152693388626856;0.0350729901210848;0.00682663964401259
202;SNV;WDR87;0.3683;0.3669;47;424;0.000197516176007817;0.00156640066324391;0.0350729901210848;0.00637923865754977
359;SNV;ZNF462;0.362;0.3661;40;431;0.000268554458607436;0.00160227529514398;0.0350729901210848;0.00705324347331618
448;SNV;SHPRH;0.3676;0.3661;37;434;0.000204405560825824;0.00160227529514398;0.0350729901210848;0.0064912505944284
1674;SNV;RAI1;0.371;0.3657;24;447;0.000172989916598399;0.00162049727158214;0.0350729901210848;0.00626433182833596
230;SNV;NAV2;0.3674;0.3654;45;426;0.000206416336893957;0.00163428979971731;0.0350729901210848;0.0064912505944284
414;SNV;SOCS6;0.3698;0.3645;38;433;0.000183502431398254;0.00167632399384678;0.0350729901210848;0.00626529730059752
1257;SNV;CD93;0.3585;0.3643;26;445;0.000318117044187151;0.00168580018690647;0.0350729901210848;0.00717449953393824
194;SNV;DYNC1H1;0.3715;0.3639;47;424;0.00016878416290762;0.00170490190936172;0.0350729901210848;0.00623669777258212
127;SNV;DNAH1;0.3703;0.3638;51;420;0.000179049053589833;0.0017097086261516;0.0350729901210848;0.00626529730059752
145;SNV;LAMA2;0.3591;0.3638;50;421;0.000309034593220248;0.0017097086261516;0.0350729901210848;0.00717449953393824
279;SNV;RNF43;0.3714;0.3638;43;428;0.000169617303438426;0.0017097086261516;0.0350729901210848;0.00623669777258212
65;SNV;ARID1A;0.3585;0.3631;61;410;0.000318117044187151;0.00174370942343755;0.0350729901210848;0.00717449953393824
149;SNV;BIRC6;0.356;0.3624;49;422;0.000358814655805159;0.00177833679304583;0.0350729901210848;0.00721043416436816
2120;SNV;ADHFE1;0.3437;0.3619;21;450;0.000644025270575302;0.00180346009021605;0.0350729901210848;0.00813935810456741
142;SNV;HERC2;0.3662;0.3616;50;421;0.000218889398528774;0.00181869172121244;0.0350729901210848;0.00653932078104712
132;SNV;PDZD2;0.3596;0.3615;51;420;0.000301657779180587;0.00182379539539892;0.0350729901210848;0.00717449953393824
1784;SNV;FAM122A;0.3569;0.3614;23;448;0.000343615676713097;0.00182891235412785;0.0350729901210848;0.00721043416436816
782;SNV;SIPA1L1;0.3645;0.3611;31;440;0.000237816083064569;0.00184434325461357;0.0350729901210848;0.00677197832486158
694;SNV;NOL6;0.3631;0.3607;32;439;0.000254583325856611;0.00186510570129727;0.0350729901210848;0.00682663964401259
1039;SNV;CHD5;0.3474;0.3607;28;443;0.000540824810839317;0.00186510570129727;0.0350729901210848;0.00782237858725414
745;SNV;IFT172;0.3558;0.3606;31;440;0.000362279308463533;0.00187033008221264;0.0350729901210848;0.00721043416436816
977;SNV;PLEKHA6;0.3735;0.3604;29;442;0.000152930959958332;0.00188081959240972;0.0350729901210848;0.00589524184355505
962;SNV;MAF;0.3525;0.3599;29;442;0.000424329220110929;0.00190728257816414;0.0350729901210848;0.00721043416436816
29;SNV;LRP2;0.3536;0.3598;78;393;0.000402586074177686;0.00191261644314066;0.0350729901210848;0.00721043416436816
465;SNV;CEP290;0.3577;0.3597;36;435;0.000330628987668259;0.0019179641403596;0.0350729901210848;0.00718366618661036
318;SNV;DOCK5;0.3616;0.3596;41;430;0.000273816458718904;0.00192332570266059;0.0350729901210848;0.00711327539498023
372;SNV;HSPG2;0.3603;0.3595;39;432;0.000291615546345141;0.00192870116295311;0.0350729901210848;0.00717449953393824
93;SNV;DNAH7;0.3585;0.3593;55;416;0.000318117044187151;0.00193949390950122;0.0350729901210848;0.00717449953393824
233;SNV;UBR4;0.364;0.3591;45;426;0.000243677881145647;0.0019503426446832;0.0350729901210848;0.00677197832486158
644;SNV;USP27X;0.364;0.3591;33;438;0.000243677881145647;0.0019503426446832;0.0350729901210848;0.00677197832486158
13;SNV;DNAH5;0.3538;0.359;94;377;0.000398750004796493;0.00195578809103217;0.0350729901210848;0.00721043416436816
395;SNV;ZBTB18;0.3701;0.359;39;432;0.000180817689253341;0.00195578809103217;0.0350729901210848;0.00626529730059752
115;SNV;LRRK2;0.3539;0.3587;53;418;0.000396845219646143;0.00197220914530428;0.0350729901210848;0.00721043416436816
495;SNV;UBR3;0.3542;0.3586;36;435;0.000391183395901084;0.00197771118004836;0.0350729901210848;0.00721043416436816
271;SNV;MLLT4;0.3572;0.3582;43;428;0.000338688952665324;0.00199986196585573;0.0350729901210848;0.00721043416436816
2338;SNV;TAF1;0.3398;0.3581;21;450;0.000773220147403087;0.00200543549298731;0.0350729901210848;0.00851611130089114
643;SNV;TULP4;0.3599;0.3573;33;438;0.00029731369297648;0.00205054498300256;0.0350729901210848;0.00717449953393824
841;SNV;EP300;0.3632;0.3572;30;441;0.000253348676198242;0.00205624934285933;0.0350729901210848;0.00682663964401259
449;SNV;SPN;0.3604;0.357;37;434;0.000290207590032537;0.00206770222466394;0.0350729901210848;0.00717449953393824
938;SNV;DNM3;0.3503;0.3569;29;442;0.000471262958136867;0.00207345081608419;0.0350729901210848;0.00756630302365081
28;SNV;RYR3;0.36;0.3567;79;392;0.000295879148453778;0.00208499247419228;0.0350729901210848;0.00717449953393824
464;SNV;CELSR1;0.3523;0.3567;36;435;0.000428402364577522;0.00208499247419228;0.0350729901210848;0.00721043416436816
1874;SNV;SEMA3E;0.3449;0.3563;23;448;0.000608637732884418;0.00210825467181848;0.0350729901210848;0.00812650380778636
496;SNV;ZBED4;0.36;0.3562;36;435;0.000295879148453778;0.00211410769328564;0.0350729901210848;0.00717449953393824
1365;SNV;TUBGCP3;0.3568;0.356;26;445;0.000345273245490471;0.00212585894998198;0.0350729901210848;0.00721043416436816
576;SNV;MYH7;0.353;0.3559;34;437;0.000414309109029072;0.00213175725616316;0.0350729901210848;0.00721043416436816
580;SNV;PRDM2;0.3566;0.3559;34;437;0.000348611579810353;0.00213175725616316;0.0350729901210848;0.00721043416436816
273;SNV;NIPBL;0.3547;0.3555;43;428;0.000381919823042465;0.00215550249770642;0.0350729901210848;0.00721043416436816
245;SNV;HERC1;0.3549;0.3551;44;427;0.000378273987535326;0.00217949268610862;0.0350729901210848;0.00721043416436816
966;SNV;MUC19;0.3411;0.355;29;442;0.000727611129356118;0.00218552877631296;0.0350729901210848;0.00824128022238183
459;SNV;ALPK2;0.3541;0.3548;36;435;0.000393061953866945;0.0021976474620518;0.0350729901210848;0.00721043416436816
287;SNV;ACVR2A;0.3613;0.3546;42;429;0.000277828251283079;0.00220982839756894;0.0350729901210848;0.00713988731791999
1148;SNV;FGG;0.3537;0.3544;27;444;0.0004006636099488;0.00222207187514038;0.0350729901210848;0.00721043416436816
121;SNV;RAG1;0.3629;0.3541;52;419;0.000257070112117629;0.00224055500022418;0.0350729901210848;0.00682663964401259
1030;SNV;BCR;0.3579;0.3541;28;443;0.000327457154974796;0.00224055500022418;0.0350729901210848;0.00718002385678681
67;SNV;FAT1;0.3581;0.3539;61;410;0.000324314727421068;0.00225295611970312;0.0350729901210848;0.00717696480126253
518;SNV;LARP4B;0.3663;0.3534;35;436;0.000217822703448056;0.00228423770962262;0.0350729901210848;0.00653932078104712
477;SNV;FHOD3;0.3525;0.3531;36;435;0.000424329220110929;0.00230319932932519;0.0350729901210848;0.00721043416436816
591;SNV;ZBTB20;0.3646;0.353;34;437;0.00023666021186933;0.00230955220566934;0.0350729901210848;0.00677197832486158
443;SNV;PLXNA1;0.3601;0.3529;37;434;0.000294451295790437;0.00231592131319716;0.0350729901210848;0.00717449953393824
361;SNV;AMER3;0.3546;0.3527;39;432;0.000383755435441353;0.00232870837346498;0.0350729901210848;0.00721043416436816
648;SNV;ZBTB43;0.3533;0.3527;33;438;0.000408407014527523;0.00232870837346498;0.0350729901210848;0.00721043416436816
175;SNV;PKHD1L1;0.353;0.3526;48;423;0.000414309109029072;0.00233512640223338;0.0350729901210848;0.00721043416436816
320;SNV;KANSL1;0.3555;0.3526;41;430;0.000367536916941619;0.00233512640223338;0.0350729901210848;0.00721043416436816
979;SNV;PLXNB3;0.3519;0.3524;29;442;0.000436662070555086;0.00234801164770508;0.0350729901210848;0.00728204568145594
63;SNV;DNAH9;0.3527;0.352;62;409;0.000420293439472503;0.00237397996313269;0.0350729901210848;0.00721043416436816
165;SNV;ASPM;0.3501;0.3519;48;423;0.000475769549304408;0.00238051347984431;0.0350729901210848;0.00756630302365081
277;SNV;POU3F2;0.3584;0.3519;43;428;0.00031965564943622;0.00238051347984431;0.0350729901210848;0.00717449953393824
536;SNV;STAB2;0.3411;0.3511;35;436;0.000727611129356118;0.00243338436729613;0.0350729901210848;0.00824128022238183
1014;SNV;ABCA5;0.3486;0.351;28;443;0.000510917928577106;0.00244006915829085;0.0350729901210848;0.00777766782993174
377;SNV;MUC2;0.3526;0.3506;39;432;0.00042230667987457;0.00246697876051442;0.0350729901210848;0.00721043416436816
1647;SNV;MAP7D1;0.3518;0.3501;24;447;0.000438750869510316;0.00250100222754212;0.0350729901210848;0.00728204568145594
716;SNV;TET3;0.3542;0.3498;32;439;0.000391183395901084;0.00252162434093868;0.0350729901210848;0.00721043416436816
333;SNV;CACNA1D;0.3557;0.3492;40;431;0.000364023724757861;0.00256334172662071;0.0350729901210848;0.00721043416436816
155;SNV;KCNA1;0.3439;0.349;49;422;0.000637992993215187;0.002577388910518;0.0350729901210848;0.00813935810456741
691;SNV;NBEAL1;0.3498;0.349;32;439;0.000482607398803688;0.002577388910518;0.0350729901210848;0.00758836633645272
151;SNV;CHD7;0.35;0.3489;49;422;0.000478038391870825;0.00258443919706311;0.0350729901210848;0.00756630302365081
353;SNV;RP1L1;0.3469;0.3488;40;431;0.00055377738426587;0.00259150733487155;0.0350729901210848;0.00782237858725414
66;SNV;DNHD1;0.3482;0.3487;61;410;0.000520705371602699;0.00259859336519862;0.0350729901210848;0.00782237858725414
227;SNV;KCNJ2;0.34;0.3484;45;426;0.000766028902528973;0.00261995922512097;0.0350729901210848;0.00851539105601975
222;SNV;FLNC;0.3524;0.348;45;426;0.000426361101261496;0.00264870005134816;0.0350729901210848;0.00721043416436816
1037;SNV;CEP192;0.3564;0.3478;28;443;0.000351981073554923;0.0026631796508111;0.0350729901210848;0.00721043416436816
1091;SNV;PLXNB2;0.3406;0.3477;28;443;0.000744838536773987;0.00267044689414534;0.0350729901210848;0.00835757794783958
8;SNV;FAT4;0.3514;0.3473;122;349;0.00044720282398933;0.00269969981048526;0.0350729901210848;0.00732064896804452
138;SNV;UNC79;0.345;0.3473;51;420;0.000605774731838819;0.00269969981048526;0.0350729901210848;0.00812650380778636
197;SNV;PRUNE2;0.3395;0.3471;47;424;0.000784128704153894;0.00271443722858353;0.0350729901210848;0.00859664038040278
213;SNV;SVIL;0.3494;0.3471;46;425;0.000491871987658836;0.00271443722858353;0.0350729901210848;0.00768349052617397
549;SNV;CDK12;0.3455;0.347;34;437;0.000591653006804889;0.00272183382675651;0.0350729901210848;0.00812650380778636
596;SNV;ARID1B;0.3526;0.347;33;438;0.00042230667987457;0.00272183382675651;0.0350729901210848;0.00721043416436816
79;SNV;AHNAK;0.3453;0.3469;58;413;0.000597263263344877;0.00272924907472778;0.0350729901210848;0.00812650380778636
339;SNV;HELZ2;0.3374;0.3469;40;431;0.000864732076712524;0.00272924907472778;0.0350729901210848;0.00902493302769839
98;SNV;NFASC;0.3507;0.3468;55;416;0.000462372887585859;0.00273668301539377;0.0350729901210848;0.00751749116551159
133;SNV;PRKDC;0.3438;0.3468;51;420;0.000641002307507975;0.00273668301539377;0.0350729901210848;0.00813935810456741
356;SNV;VPS13A;0.3451;0.3468;40;431;0.000602924690478737;0.00273668301539377;0.0350729901210848;0.00812650380778636
718;SNV;TOP2B;0.3516;0.3468;32;439;0.000442957409814521;0.00273668301539377;0.0350729901210848;0.00730116006521865
786;SNV;SPTAN1;0.3475;0.3465;31;440;0.000538269535686664;0.00275909742384372;0.0350729901210848;0.00782237858725414
111;SNV;AKAP9;0.3429;0.3464;53;418;0.000668707455394406;0.00276660656601308;0.0350729901210848;0.008195952914834
1309;SNV;LIAS;0.3559;0.3463;26;445;0.000360542964073327;0.00277413461668078;0.0350729901210848;0.00721043416436816
11;SNV;ZFHX4;0.3479;0.3462;98;373;0.000528164208117485;0.00278168161927287;0.0350729901210848;0.00782237858725414
706;SNV;PRND;0.3363;0.3462;32;439;0.000910067508374139;0.00278168161927287;0.0350729901210848;0.00925558019154976
925;SNV;CCDC132;0.3438;0.3459;29;442;0.000641002307507975;0.00280443677418956;0.0350729901210848;0.00813935810456741
203;SNV;ZNF469;0.3412;0.3457;47;424;0.000724211892250321;0.00281970243723791;0.0350729901210848;0.00824128022238183
566;SNV;GRM5;0.3387;0.3455;34;437;0.000813945431379625;0.00283504495778149;0.0350729901210848;0.00872345103586235
21;SNV;NEB;0.35;0.3453;87;384;0.000478038391870825;0.00285046468858833;0.0350729901210848;0.00756630302365081
317;SNV;DNAH12;0.3443;0.3453;41;430;0.000626091053097646;0.00285046468858833;0.0350729901210848;0.00813935810456741
488;SNV;NLRC5;0.3471;0.3453;36;435;0.00054856091064756;0.00285046468858833;0.0350729901210848;0.00782237858725414
820;SNV;CACHD1;0.3416;0.3444;30;441;0.000710766907682848;0.00292081848543122;0.0350729901210848;0.00824128022238183
886;SNV;RGS12;0.3422;0.3434;30;441;0.000691048229593643;0.00300087130389851;0.0350729901210848;0.00821267534033657
16;SNV;FUT9;0.3477;0.3433;92;379;0.000533193817988116;0.0030089872067441;0.0350729901210848;0.00782237858725414
379;SNV;MYO15A;0.3476;0.3432;39;432;0.000535725888236902;0.00301712340629403;0.0350729901210848;0.00782237858725414
946;SNV;GGPS1;0.3429;0.3432;29;442;0.000668707455394406;0.00301712340629403;0.0350729901210848;0.008195952914834
168;SNV;DSEL;0.3413;0.3431;48;423;0.000720827916593301;0.00302527994880021;0.0350729901210848;0.00824128022238183
72;SNV;MDN1;0.3469;0.343;60;411;0.00055377738426587;0.00303345688060825;0.0350729901210848;0.00782237858725414
539;SNV;UBR5;0.343;0.343;35;436;0.000665573159750925;0.00303345688060825;0.0350729901210848;0.008195952914834
212;SNV;PTPRK;0.3443;0.3429;46;425;0.000626091053097646;0.00304165424815753;0.0350729901210848;0.00813935810456741
497;SNV;ZFYVE26;0.3422;0.3428;36;435;0.000691048229593643;0.00304987209798153;0.0350729901210848;0.00821267534033657
232;SNV;TRIM13;0.3426;0.3426;45;426;0.000678195715093569;0.00306636943105843;0.0350729901210848;0.00821267534033657
107;SNV;ROBO1;0.3392;0.3421;54;417;0.000795184957907914;0.00310797447906667;0.0350729901210848;0.00863860022454507
559;SNV;DYRK2;0.3426;0.3421;34;437;0.000678195715093569;0.00310797447906667;0.0350729901210848;0.00821267534033657
679;SNV;KMT2E;0.341;0.3421;32;439;0.000731025693366087;0.00310797447906667;0.0350729901210848;0.00824128022238183
342;SNV;MYH9;0.3547;0.3417;40;431;0.000381919823042465;0.00314163367932721;0.0350729901210848;0.00721043416436816
1236;SNV;AHDC1;0.3415;0.3417;26;445;0.00071410548911226;0.00314163367932721;0.0350729901210848;0.00824128022238183
1310;SNV;LRRCC1;0.3469;0.3416;26;445;0.00055377738426587;0.00315010098049546;0.0350729901210848;0.00782237858725414
626;SNV;MYLK;0.3275;0.3409;33;438;0.00136433357560186;0.00320996545941571;0.0350729901210848;0.0106560694303544
1264;SNV;CORIN;0.3297;0.3409;26;445;0.00123379844776125;0.00320996545941571;0.0350729901210848;0.0102744888158515
2098;SNV;VWA5B2;0.342;0.3409;22;449;0.000697561964053691;0.00320996545941571;0.0350729901210848;0.00821267534033657
520;SNV;LRRN3;0.3461;0.3408;35;436;0.000575124867827368;0.00321860287296119;0.0350729901210848;0.00794536667114109
1484;SNV;NHS;0.3323;0.3407;25;446;0.00109491321003814;0.00322726176798635;0.0350729901210848;0.00987487763015529
481;SNV;LRRN1;0.3333;0.3405;36;435;0.00104558964007612;0.00324464419714424;0.0350729901210848;0.00976155953039816
35;SNV;CCDC168;0.3436;0.3404;73;398;0.000647061941367284;0.00325336782885582;0.0350729901210848;0.00813935810456741
891;SNV;SETBP1;0.3415;0.3404;30;441;0.00071410548911226;0.00325336782885582;0.0350729901210848;0.00824128022238183
167;SNV;DCAF4L2;0.3444;0.34;48;423;0.000623149106724097;0.00328847961291842;0.0350729901210848;0.00813935810456741
504;SNV;CASZ1;0.3488;0.3397;35;436;0.000506090902118251;0.00331504294953553;0.0350729901210848;0.00777766782993174
256;SNV;SCN3A;0.3302;0.3395;44;427;0.00120584352737505;0.00333286186783378;0.0350729901210848;0.0101944068301957
647;SNV;ZBTB34;0.3463;0.3394;33;438;0.000569714918508469;0.00334180448433075;0.0350729901210848;0.00794536667114109
64;SNV;SYNE2;0.3462;0.339;62;409;0.000572413741479614;0.00337779716542448;0.0350729901210848;0.00794536667114109
169;SNV;FCGBP;0.3211;0.3388;48;423;0.00182334002305411;0.0033959275378611;0.0350729901210848;0.0110767654692386
6;SNV;MUC16;0.3441;0.3387;149;322;0.000632015076341737;0.00340502640846167;0.0350729901210848;0.00813935810456741
332;SNV;ACACB;0.3371;0.3387;40;431;0.00087687667861709;0.00340502640846167;0.0350729901210848;0.00911189244302107
981;SNV;PTCH1;0.3489;0.3385;29;442;0.000503693893522187;0.00342329177157547;0.0350729901210848;0.00777766782993174
184;SNV;BSN;0.3402;0.3384;47;424;0.000758901915814222;0.00343245836565138;0.0350729901210848;0.00847558681680369
74;SNV;DNAH10;0.3424;0.3376;59;412;0.000684592979944592;0.00350661176209286;0.0350729901210848;0.00821267534033657
122;SNV;RIMS1;0.3387;0.3375;52;419;0.000813945431379625;0.00351598428801316;0.0350729901210848;0.00872345103586235
1356;SNV;SYNRG;0.3449;0.3375;26;445;0.000608637732884418;0.00351598428801316;0.0350729901210848;0.00812650380778636
1815;SNV;MKL1;0.3366;0.3373;23;448;0.000897482139733603;0.00353479880946398;0.0350729901210848;0.00916659108531329
685;SNV;MYO10;0.3361;0.3371;32;439;0.000918551603537391;0.00355370630396066;0.0350729901210848;0.00926303093862601
234;SNV;ZAN;0.3417;0.3368;45;426;0.000707443328489527;0.00358224278440144;0.0350729901210848;0.00824128022238183
829;SNV;CHD3;0.3366;0.3367;30;441;0.000897482139733603;0.00359180188466623;0.0350729901210848;0.00916659108531329
178;SNV;SPRY3;0.3296;0.3366;48;423;0.00123946333572877;0.00360138454271009;0.0350729901210848;0.0102858242096936
84;SNV;SSPO;0.3392;0.3361;58;413;0.000795184957907914;0.00364965305089246;0.0350729901210848;0.00863860022454507
1567;SNV;ADGRL1;0.3307;0.3361;24;447;0.00117849519532475;0.00364965305089246;0.0350729901210848;0.0101782786953075
185;SNV;CACNA1A;0.3439;0.3356;47;424;0.000637992993215187;0.003698518466507;0.0350729901210848;0.00813935810456741
1420;SNV;DDX39B;0.3468;0.3355;25;446;0.000556403497838161;0.00370836376730542;0.0350729901210848;0.00782237858725414
